"Date","FECSR78_NITRATE_NITRITE_N_Ld_mg","FISHP_FLOW_cfd"
"2000-01-24",1017775.42723584,31805.48210112
"2000-02-07",852631.57786464,41591.78428608
"2000-02-22",286249.33891008,19083.289260672
"2000-03-06",149363.437097952,9052.329521088
"2000-03-20",111319.18735392,3180.548210112
"2000-04-17",8318.356857216,2079.589214304
"2000-07-24",68504.11529472,13700.823058944
"2000-08-07",3985471.56482496,110095.8995808
"2000-08-21",2325225.3991465,53824.66201728
"2000-09-18",10415072.1003437,315608.24546496
"2000-10-02",6551929.31283072,503994.56252544
"2000-10-16",1644098.76707328,102756.17294208
"2000-11-13",467540.586886464,9541.644630336
"2000-12-18",62167.4846299584,269.1233100864
"2001-01-22",3241223.28365875,7829.041747968
"2001-04-16",13456.16550432,2691.233100864
"2001-09-10",52821566.0433216,3107150.9437248
"2001-10-22",1243349.69259917,188386.31706048
"2001-11-05",6388008.75123264,912572.67874752
"2001-12-03",2057570.03438784,70950.69084096
"2002-02-19",2329139.92002048,137008.23058944
"2002-04-15",92969.87075712,9296.987075712
"2002-06-24",11528263.9738829,371879.48302848
"2002-07-08",83183568.57216,3327342.7428864
"2002-07-22",72516499.1905536,2789096.1227136
"2002-08-05",22899947.1128064,1431246.6945504
"2002-09-03",29373586.0081574,1631865.88934208
"2002-09-16",23381922.4954157,1230627.49975872
"2002-09-30",32192041.0374259,946824.73639488
"2002-10-14",2786649.54716736,163920.56159808
"2002-10-28",3170761.90792704,117435.62621952
"2002-11-25",28771728.4237824,1918115.22825216
"2002-12-30",22195333.3554893,1849611.11295744
"2003-01-13",17050184.9817466,741312.39051072
"2003-01-27",10598565.2663117,185939.74151424
"2003-02-24",1394548.0613568,46484.93537856
"2003-03-24",7192932.1059456,205512.34588416
"2003-05-19",438915.652995456,19083.289260672
"2003-06-16",35304085.1322432,954164.4630336
"2003-07-08",18134017.9487309,1066706.93816064
"2003-07-21",2289994.71128064,381665.78521344
"2003-08-04",12683047.6317082,792690.47698176
"2003-08-18",39896307.4325357,1734622.06228416
"2003-09-02",18838631.706048,2691233.100864
"2003-09-15",63640323.1087949,2272868.68245696
"2003-10-20",3601359.20406528,225084.95025408
"2003-11-17",1453265.87446656,44038.35983232
"2003-12-15",660575.3974848,44038.35983232
"2004-01-20",1330937.09715456,83183.56857216
"2004-02-17",1529109.7164,61164.388656
"2004-03-15",464849.3537856,92969.87075712
"2004-04-19",381665.78521344,31805.48210112
"2004-08-09",16401842.461993,2050230.30774912
"2004-10-04",55488333.3887232,9248055.5647872
"2004-11-01",4834433.27937024,371879.48302848
"2004-11-15",2975035.86422784,92969.87075712
"2004-12-20",1558468.62295488,31805.48210112
"2005-01-18",1798233.0264864,51378.08647104
"2005-02-14",322947.97210368,26912.33100864
"2005-03-14",1335830.24824704,102756.17294208
"2005-04-18",978630.218496,48931.5109248
"2005-06-13",67525485.076224,6752548.5076224
"2005-07-11",80247677.916672,8024767.7916672
"2005-07-25",24196632.1523136,1052027.4848832
"2005-08-08",20135316.7455552,2013531.67455552
"2005-08-22",16832439.7581312,841621.98790656
"2005-09-06",7251649.91905536,557819.22454272
"2005-09-20",1776213.84657024,80736.99302592
"2005-10-17",2363391.97766784,112542.47512704
"2005-11-01",25199728.126272,2519972.8126272
"2005-11-14",20707815.4233754,900339.80101632
"2005-12-05",7046137.5731712,704613.75731712
"2005-12-19",2128520.7252288,141901.38168192
"2006-01-23",3801978.39885696,34252.05764736
"2006-02-21",4844219.5815552,134561.6550432
"2006-03-20",318054.8210112,15902.74105056
"2006-08-21",6321951.21148416,92969.87075712
"2006-09-11",41396058.2423808,3449671.5201984
"2006-10-23",1373018.19654989,22508.495025408
"2006-11-27",427172.090373504,4403.835983232
"2006-12-18",314874.272801088,2691.233100864
"2007-01-22",672808.275216,6116.4388656
"2007-02-26",385335.6485328,3669.86331936
"2007-03-26",13211.507949696,440.3835983232
"2007-07-09",12917918.8841472,645895.94420736
"2007-07-23",4264381.17709632,203065.77033792
"2007-08-20",941931.5853024,85630.1441184
"2007-09-24",3535301.6643168,207958.9214304
"2007-10-22",1399441.21244928,107649.32403456
"2007-11-26",504973.192743936,11743.562621952
"2007-12-19",2715698.8563264,36698.6331936
"2008-01-16",1059611.86907654,17370.686378304
"2008-02-20",621919.503854208,20061.919479168
"2008-03-19",954164.4630336,36698.6331936
"2008-04-16",1790893.29984768,149241.10832064
"2008-06-25",1419013.8168192,24465.7554624
"2008-07-16",8423559.60570432,765778.14597312
"2008-07-30",30410934.0397632,2764630.3672512
"2008-08-13",6972740.306784,1162123.384464
"2008-08-28",96517405.299168,6434493.6866112
"2008-09-10",15501502.6609766,1937687.83262208
"2008-09-24",2524865.96371968,315608.24546496
"2008-10-22",2982375.59086656,129668.50395072
"2008-11-19",616537.03765248,17615.343932928
"2008-12-17",1484582.04145843,18104.659042176
"2009-01-21",406131.54067584,4893.15109248
"2009-02-18",72663.293723328,2691.233100864
"2009-06-17",7750751.33048832,968843.91631104
"2009-07-08",52258853.6676864,4354904.4723072
"2009-07-22",37784912.7361306,1717496.03346048
"2009-08-12",6879770.43602688,1719942.60900672
"2009-08-26",6581288.2193856,658128.82193856
"2009-09-23",7449822.5383008,496654.83588672
"2009-10-28",1125180.09371578,15413.425941312
"2009-11-18",1061813.78706816,6850.411529472
"2009-12-23",1144997.35564032,31805.48210112
"2010-01-27",4384263.37886208,34252.05764736
"2010-02-24",858748.01673024,31805.48210112
"2010-03-17",5350660.71962688,594517.85773632
"2010-04-07",11271373.5415277,663021.97303104
"2010-04-21",3601359.20406528,156580.83495936
"2010-05-12",782904.1747968,48931.5109248
"2010-05-26",695316.770241408,14190.138168192
"2010-06-30",3410526.31145856,41591.78428608
"2010-07-14",4846666.15710144,692380.87958592
"2010-07-28",2057570.03438784,70950.69084096
"2010-08-18",3846016.75868928,320501.39655744
"2010-09-15",6708510.14779008,1118085.02463168
"2010-09-29",2568904.323552,256890.4323552
"2010-10-27",791222.531654016,16147.398605184
"2010-11-17",1438586.42118912,51378.08647104
"2010-12-13",46240.277823936,6605.753974848
"2011-01-05",377017.291675584,16392.056159808
"2011-01-20",554883.333887232,15413.425941312
"2011-02-03",1069153.51370688,56271.23756352
"2011-02-17",484421.95815552,26912.33100864
"2011-05-18",10691.5351370688,562.7123756352
"2011-07-20",5920712.8219008,538246.6201728
"2011-09-07",6047934.75030528,755991.84378816
"2011-09-21",1602506.9827872,320501.39655744
"2011-10-05",1717496.03346048,286249.33891008
"2011-11-16",4814860.67500032,401238.38958336
"2011-12-21",1370082.3058944,34252.05764736
"2012-01-18",652746.355736832,11254.247512704
"2012-02-22",503749.904970816,7095.069084096
"2012-03-21",168813.71269056,3669.86331936
"2012-07-11",1859397.4151424,232424.6768928
"2012-07-25",5947625.15290944,457509.62714688
"2012-08-22",11401042.0454784,1140104.20454784
"2012-09-05",21529864.806912,2691233.100864
"2012-09-20",21975141.5563277,2441682.39514752
"2012-10-03",52907196.18744,2116287.8474976
"2012-11-14",839175.41236032,119882.20176576
"2012-12-05",880767.1966464,24465.7554624
"2013-01-09",1181695.98883392,51378.08647104
"2013-04-03",2568.904323552,513.7808647104
"2013-06-19",16492365.7572038,1832485.08413376
"2013-08-21",16489919.1816576,1648991.91816576
"2013-09-04",16303979.4401434,2037997.43001792
"2013-09-18",11611447.542455,1935241.25707584
"2013-10-07",9081688.42764288,1135211.05345536
"2013-10-21",7584384.193344,303375.36773376
"2013-11-04",5548833.33887232,132115.07949696
"2013-12-02",2275559.91555782,17370.686378304
"2014-01-06",4051529.10457344,29358.90655488
"2014-02-03",13150343.56104,105202.74848832
"2014-03-03",995756.24731968,26912.33100864
"2014-04-07",736419.23941824,21040.549697664
"2014-04-21",822049.38353664,34252.05764736
"2014-05-05",1558468.62295488,17126.02882368
"2014-06-09",1884107.82815942,12477.535285824
"2014-07-07",2568904.323552,171260.2882368
"2014-07-21",5680948.41836928,946824.73639488
"2014-08-04",4912723.69684992,614090.46210624
"2014-09-08",3562213.99532544,274016.46117888
"2014-09-22",5639356.6340832,1127871.32681664
"2014-11-03",12533806.5233875,266676.73454016
"2014-12-01",6429600.53551872,535800.04462656
"2015-01-05",1560915.19850112,70950.69084096
"2015-01-20",3053326.28170752,127221.92840448
"2015-02-02",587178.1310976,58717.81310976
"2015-03-02",792690.47698176,88076.71966464
"2015-06-01",1100958.995808,24465.7554624
"2015-07-06",7021671.8177088,501547.9869792
"2015-08-17",16029962.9789645,2003745.37237056
"2015-11-09",1003095.9739584,200619.19479168
"2015-11-23",7332386.91208128,198172.61924544
"2015-12-07",13725288.8144064,1247753.5285824
"2015-12-21",2612942.68338432,435490.44723072
"2016-01-04",4966548.3588672,141901.38168192
"2016-01-20",17126028.82368,3425205.764736
"2016-02-29",18324850.8413376,2617835.8344768
"2016-03-14",3236819.44767552,359646.60529728
"2016-03-28",2701019.40304896,112542.47512704
"2016-04-11",1233074.07530496,58717.81310976
"2016-05-09",611643.88656,24465.7554624
"2016-05-23",6233874.49181952,890553.49883136
"2016-06-06",3253945.4764992,232424.6768928
"2016-06-20",11963754.4211136,2392750.88422272
"2016-07-06",16602461.6567846,1844717.96186496
"2016-07-18",14150992.9594522,1179249.41328768
"2016-08-01",13199275.0719648,1015328.8516896
"2016-08-15",11009589.95808,1223287.77312
"2016-08-29",3972015.39932064,233647.96466592
"2016-09-26",15124730.0268557,1374975.45698688
"2016-10-10",24544045.8798797,2231276.89817088
"2016-10-24",5394699.0794592,359646.60529728
"2016-11-07",3278411.2319616,81960.28079904
"2016-11-21",3920147.99774035,35964.660529728
"2016-12-19",3394476.77587523,10349.0145605952
"2017-01-04",1897319.33610912,6728.08275216
"2017-01-17",1421191.26905535,4917.6168479424
"2017-02-13",179823.30264864,1027.5617294208
"2017-06-19",30694736.803127,1705263.15572928
"2017-07-05",30621339.5367398,1093619.26916928
"2017-07-17",5186740.1580288,518674.01580288
"2017-08-01",6571501.91720064,386558.93630592
"2017-08-14",7652888.30863872,956611.03857984
"2017-09-13",327596465.641536,25199728.126272
"2017-09-25",21774522.361536,4354904.4723072
"2017-10-09",21138412.7195136,2642301.5899392
"2017-10-23",27479936.5353677,1056920.63597568
"2017-11-06",12350313.3574195,1543789.16967744
"2017-11-20",5724986.7782016,286249.33891008
"2017-12-18",9813214.51596864,233647.96466592
"2018-01-02",3082685.1882624,68504.11529472
"2018-01-16",5998024.60916198,55537.264899648
"2018-01-29",5763153.35672294,38166.578521344
"2018-02-12",8855380.18961568,93214.528311744
"2018-03-12",751661.405071315,9761.8364294976
"2018-04-23",20379.9743001792,2911.4249000256
"2018-05-21",986459.260243968,164409.876707328
"2018-06-04",29373586.0081574,1631865.88934208
"2018-06-18",119857736.010298,5211205.9134912
"2018-07-02",59598580.3064064,2838027.6336384
"2018-07-16",8827244.57083392,1103405.57135424
"2018-07-30",22929306.0193613,2084482.36539648
"2018-08-13",19768330.4136192,1235520.6508512
"2018-09-10",17439190.4935987,792690.47698176
"2018-10-08",1421460.39236544,142146.039236544
"2018-10-22",2537098.84145088,41591.78428608
"2018-11-05",1689507.20921149,10177.7542723584
"2018-11-19",1143529.41031258,4648.493537856
"2018-12-03",146403.080687002,831.8356857216
"2018-12-17",88541.5690184256,1149.8905067328
"2019-01-02",796874.12116583,16954.7685354432
"2019-01-14",840398.70013344,5602.6580008896
"2019-01-28",6811266.32073216,58717.81310976
"2019-02-11",2156901.00156518,113521.105345536
"2019-02-25",3295537.26078528,109851.242026176
"2019-03-11",960770.217008448,45750.962714688
"2019-03-25",251018.651044224,41836.441840704
"2019-04-08",288084.27056976,19205.618037984
"2019-04-22",973492.409848896,42325.756949952
"2019-05-06",574945.2533664,22997.810134656
"2019-06-17",4505124.21084634,166856.452253568
"2019-07-01",1296929.69706182,144103.299673536
"2019-07-15",995756.24731968,199151.249463936
"2019-07-29",11449973.5564032,440383.5983232
"2019-08-26",30239673.7515264,2519972.8126272
"2019-09-09",14209710.7725619,1291791.88841472
"2019-09-23",970067.20408416,194013.440816832
"2019-10-08",1515311.03031921,19181.1522825216
"2019-10-21",8046786.97158336,56271.23756352
"2019-11-04",2655757.75544352,40857.811622208
"2019-11-18",1438586.42118912,41102.469176832
"2019-12-02",901905.609365914,18789.7001951232
"2019-12-16",250896.322266912,7168.4663504832
"2019-12-30",3838187.71694131,51867.401580288
"2020-01-13",1236499.2810697,32539.454764992
"2020-01-27",253465.226590464,6850.411529472
"2020-02-10",3082685.1882624,85630.1441184
"2020-02-24",2578201.31062771,117190.968664896
"2020-03-09",214075.360296,30582.194328
"2020-03-23",244.657554624,48.9315109248
"2020-06-15",17341327.4717491,1083832.96698432
"2020-06-29",4961655.20777472,826942.53462912
"2020-07-13",726143.622124032,90767.952765504
"2020-07-27",2859312.84089069,219947.141606976
"2020-08-10",2642301.5899392,293589.0655488
"2020-08-24",2275315.2580032,455063.05160064
"2020-09-08",6728082.75216,611643.88656
"2020-10-05",27010194.0304896,3376274.2538112
"2020-11-16",7168466.3504832,716846.63504832
"2020-11-30",2157879.63178368,239764.40353152
"2020-12-14",4325545.56575232,332734.27428864
"2020-12-28",2015978.25010176,251997.28126272
"2021-01-11",1436629.16075213,89789.322547008
"2021-01-25",920401.720495488,41836.441840704
"2021-02-08",1119552.96995942,25444.385680896
"2021-02-22",4603476.54780518,95905.761412608
"2021-03-08",1144997.35564032,23854.11157584
"2021-03-22",144396.888739085,5553.7264899648
"2021-04-05",132408.668562509,3009.2879218752
"2021-04-19",1243349.69259917,37677.263412096
"2021-05-03",3252477.53117146,95661.103857984
"2021-05-17",1102916.25624499,11988.220176576
"2021-06-01",92969.87075712,2446.57554624
"2021-06-14",254688.514363584,8489.6171454528
"2021-06-28",876363.360663168,24343.426685088
"2021-07-12",29549739.4474867,447723.32496192
"2021-08-09",21476040.1448947,1130317.90236288
"2021-08-23",21715804.5484262,775564.44815808
"2021-09-20",3156082.4546496,526013.7424416
"2021-10-04",10070104.9483238,1678350.82472064
"2021-11-01",3721241.40583104,286249.33891008
"2021-11-15",6253447.09618944,521120.59134912
"2021-11-29",3644418.9336791,191811.522825216
"2021-12-13",3051858.33637978,72663.293723328
"2021-12-27",1726303.70542694,41102.469176832
"2022-01-10",1546137.88220183,20893.7551648896
"2022-01-24",6121576.6742471,46729.592933184
"2022-02-07",3305299.09721478,21603.2620732992
"2022-02-21",2475127.08286462,13235.9737051584
"2022-03-07",134659.51806505,4208.1099395328
"2022-03-21",30826.851882624,5137.808647104
"2022-04-04",15168.768386688,758.4384193344
"2022-06-27",21534757.9580045,398791.81403712
"2022-07-11",1135211.05345536,113521.105345536
"2022-07-25",4942082.6034048,494208.26034048
"2022-08-08",897403.910360832,32050.139655744
"2022-08-22",998202.82286592,41591.78428608
"2022-09-06",6816159.47182464,973737.06740352
"2022-12-27",1771320.69547776,177132.069547776
"2023-01-09",1511983.68757632,100798.912505088
"2023-01-23",1073802.00724474,51133.428916416
"2023-02-06",699720.60622464,34986.030311232
"2023-02-20",339315.562508026,14752.8505438272
"2023-03-06",72614.3622124032,5186.7401580288
"2023-03-20",32074.6054112064,1394.5480613568
